"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00409219","1934-04","36.39244","-89.03168","97.8","UNION CITY, TN US","20.9","0","20.9",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","18",",0","0",",0","","","19340425","+,,0","19340430","+,,0","19340430","+,,0","","","19340427",",,0","19340405",",,0","1.7",",0,25,+","0",",,0,30,+","0",",,0,30,+","19.1",",,0,27,","31.1",",0,05,","2069.7","0","","","114.9",",0","","","","","","","","","","","29.0",",,,0","0",",,,0","15.20",",0","22.41",",,,0","7.99",",,,0"
"USC00409219","1934-05","36.39244","-89.03168","97.8","UNION CITY, TN US","127.9","0","107.0",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","7",",0","","","19340525",",,0","19340531","+,,0","19340531","+,,0","","","19340515",",,0","19340531",",,0","6.7",",0,25,","0",",,0,31,+","0",",,0,31,+","11.9",",,0,15,","36.1",",0,31,","2080.8","0","","","11.1",",0","","","","","","","","","","","27.6",",,,0","0",",,,0","21.43",",0","29.29",",,,0","13.56",",,,0"
"USC00409219","1934-06","36.39244","-89.03168","97.8","UNION CITY, TN US","380.0","0","252.1",",0","9",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","23",",0","","","19340613",",,0","19340630","+,,0","19340630","+,,0","","","19340622",",,0","19340629","+,,0","12.8",",0,13,","0",",,0,30,+","0",",,0,30,+","21.8",",,0,22,","38.3",",0,29,+","2080.8","0","","","0.0",",0","","","","","","","","","","","96.5",",,,0","0",",,,0","26.74",",0","33.99",",,,0","19.48",",,,0"
"USC00409219","1934-07","36.39244","-89.03168","97.8","UNION CITY, TN US","712.1","0","332.1",",0","5",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","28",",0","","","19340709",",,0","19340731","+,,0","19340731","+,,0","","","19340707",",,0","19340725",",,0","17.8",",0,09,","0",",,0,31,+","0",",,0,31,+","32.3",",,0,07,","42.8",",0,25,","0.0","0","","","0.0",",0","","","","","","","","","","","63.3",",,,0","0",",,,0","29.05",",0","36.53",",,,0","21.56",",,,0"
"USC00409219","1934-08","36.39244","-89.03168","97.8","UNION CITY, TN US","989.6","0","277.5",",0","12",",0","9",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","18",",0","","","19340830",",,0","19340831","+,,0","19340831","+,,0","","","19340824",",,0","19340809","+,,0","12.2",",0,30,","0",",,0,31,+","0",",,0,31,+","42.2",",,0,24,","42.2",",0,09,+","0.0","0","","","0.0",",0","","","","","","","","","","","175.6",",,,0","0",",,,0","27.29",",0","34.00",",,,0","20.57",",,,0"
"USC00409219","1934-09","36.39244","-89.03168","97.8","UNION CITY, TN US","1073.3","0","83.7",",0","11",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","7",",0","","","19340918","+,,0","19340930","+,,0","19340930","+,,0","","","19340929",",,0","19340901",",,0","7.8",",0,18,+","0",",,0,30,+","0",",,0,30,+","46.0",",,0,29,","33.9",",0,01,","16.7","0","","","16.7",",0","","","","","","","","","","","119.0",",,,0","0",",,,0","20.57",",0","27.41",",,,0","13.72",",,,0"
"USC00409219","1934-10","36.39244","-89.03168","97.8","UNION CITY, TN US","1096.9","0","23.6",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","25",",0","0",",0","","","19341029","+,,0","19341031","+,,0","19341031","+,,0","","","19341019",",,0","19341024","+,,0","0.0",",0,29,+","0",",,0,31,+","0",",,0,31,+","24.4",",,0,19,","30.6",",0,24,+","85.0","0","","","68.3",",0","","","","","","","","","","","47.3",",,,0","0",",,,0","16.89",",0","24.93",",,,0","8.85",",,,0"
"USC00409219","1934-11","36.39244","-89.03168","97.8","UNION CITY, TN US","1098.9","0","2.0",",0","7",",0","6",",0","4",",0","0",",0","0",",0","0",",0","8",",0","0",",0","9",",0","0",",0","","","19341115",",,0","19341130","+,,0","19341130","+,,0","","","19341122",",,0","19341101",",,0","-3.9",",0,15,","0",",,0,30,+","0",",,0,30,+","95.3",",,0,22,","28.3",",0,01,","292.3","0","","","207.3",",0","","","","","","","","","","","224.8",",,,0","0",",,,0","11.49",",0","18.37",",,,0","4.61",",,,0"
"USC00409219","1934-12","36.39244","-89.03168","97.8","UNION CITY, TN US","1098.9","0","0.0",",0","14",",0","5",",0","1",",0","0","2,0","0","1,0","0",",0","20",",0","4",",0","0",",0","0",",0","","","19341211",",,0","19341231","+,2,0","19341207",",1,0","","","19341219",",,0","19341224",",,0","-10.0",",0,11,","0","2,,0,31,+","5","1,,0,07,","37.3",",,0,19,","15.0",",0,24,","757.5","0","","","465.2",",0","","","","","","","","","","","98.6",",,,0","5","1,,,0","3.33",",0","8.28",",,,0","-1.63",",,,0"
"USC00409219","1935-01","36.39244","-89.03168","97.8","UNION CITY, TN US","0.0","0","0.0","1,0","9",",0","9",",0","3",",0","","","1",",0","0","1,0","18","1,0","4",",0","1",",0","0",",0","","","19350124",",1,0","","","19350122",",,0","","","19350121",",,0","19350111",",,0","-14.4","1,0,24,","","","51",",,0,22,","46.2",",,0,21,","21.1",",0,11,","1186.3","0","","","428.8",",0","","","","","","","","","","","189.7",",,,0","51",",,,0","4.04","1,0","9.59",",,,0","-1.52","1,,,0"
"USC00409219","1935-02","36.39244","-89.03168","97.8","UNION CITY, TN US","0.0","0","0.0",",0","6",",0","5",",0","0",",0","0","4,0","1",",0","0",",0","16",",0","1",",0","1",",0","0",",0","","","19350227",",,0","19350228","+,4,0","19350225",",,0","","","19350213",",,0","19350222",",,0","-8.3",",0,27,","0","4,,0,28,+","51",",,0,25,","18.3",",,0,13,","21.7",",0,22,","1540.7","0","","","354.4",",0","","","","","","","","","","","42.9",",,,0","51",",,,0","5.68",",0","11.11",",,,0","0.24",",,,0"
"USC00409219","1935-03","36.39244","-89.03168","97.8","UNION CITY, TN US","13.0","0","13.0","1,0","16",",0","12",",0","5",",0","0",",0","0",",0","0",",0","5",",0","0","1,0","15","1,0","0","1,0","","","19350301",",,0","19350331","+,,0","19350331","+,,0","","","19350311",",,0","19350324",",1,0","-3.9",",0,01,","0",",,0,31,+","0",",,0,31,+","64.8",",,0,11,","28.9","1,0,24,","1700.9","0","","","160.2","1,0","","","","","","","","","","","274.4",",,,0","0",",,,0","13.32","1,0","19.59","1,,,0","7.05",",,,0"
"USC00409219","1935-04","36.39244","-89.03168","97.8","UNION CITY, TN US","29.1","0","16.1","1,0","10",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","12","1,0","0","1,0","","","19350417",",,0","19350430","+,,0","19350430","+,,0","","","19350420",",,0","19350427",",1,0","0.6",",0,17,","0",",,0,30,+","0",",,0,30,+","25.9",",,0,20,","31.1","1,0,27,","1833.8","0","","","132.9","1,0","","","","","","","","","","","86.6",",,,0","0",",,,0","14.27","1,0","19.28","1,,,0","9.26",",,,0"
"USC00409219","1935-05","36.39244","-89.03168","97.8","UNION CITY, TN US","99.8","0","70.7",",0","12",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","0",",0","","","19350504",",,0","19350531","+,,0","19350531","+,,0","","","19350505",",,0","19350513","+,,0","6.7",",0,04,","0",",,0,31,+","0",",,0,31,+","31.5",",,0,05,","31.7",",0,13,+","1864.3","0","","","30.5",",0","","","","","","","","","","","128.5",",,,0","0",",,,0","19.63",",0","25.59",",,,0","13.66",",,,0"
"USC00409219","1935-06","36.39244","-89.03168","97.8","UNION CITY, TN US","241.4","0","141.6",",0","15",",0","10",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","7",",0","","","19350605",",,0","19350630","+,,0","19350630","+,,0","","","19350611",",,0","19350629",",,0","11.7",",0,05,","0",",,0,30,+","0",",,0,30,+","63.2",",,0,11,","34.4",",0,29,","1864.9","0","","","0.6",",0","","","","","","","","","","","178.3",",,,0","0",",,,0","23.03",",0","28.82",",,,0","17.24",",,,0"
"USC00409219","1935-07","36.39244","-89.03168","97.8","UNION CITY, TN US","535.0","0","293.6",",0","8",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","29",",0","","","19350714",",,0","19350731","+,,0","19350731","+,,0","","","19350723",",,0","19350731",",,0","17.2",",0,14,","0",",,0,31,+","0",",,0,31,+","36.1",",,0,23,","38.9",",0,31,","0.0","0","","","0.0",",0","","","","","","","","","","","73.7",",,,0","0",",,,0","27.80",",0","34.40",",,,0","21.21",",,,0"
"USC00409219","1935-08","36.39244","-89.03168","97.8","UNION CITY, TN US","816.7","0","281.7",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","24",",0","","","19350831",",,0","19350831","+,,0","19350831","+,,0","","","19350813",",,0","19350811",",,0","8.3",",0,31,","0",",,0,31,+","0",",,0,31,+","15.0",",,0,13,","40.0",",0,11,","1.4","0","","","1.4",",0","","","","","","","","","","","27.4",",,,0","0",",,,0","27.37",",0","34.25",",,,0","20.50",",,,0"
"USC00409219","1935-09","36.39244","-89.03168","97.8","UNION CITY, TN US","953.2","0","136.5",",0","7",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","15",",0","","","19350930",",,0","19350930","+,,0","19350930","+,,0","","","19350927",",,0","19350924",",,0","5.0",",0,30,","0",",,0,30,+","0",",,0,30,+","22.9",",,0,27,","36.7",",0,24,","9.7","0","","","8.3",",0","","","","","","","","","","","57.3",",,,0","0",",,,0","22.61",",0","30.87",",,,0","14.34",",,,0"
"USC00409219","1935-10","36.39244","-89.03168","97.8","UNION CITY, TN US","998.8","0","45.6",",0","12",",0","8",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","23",",0","1",",0","","","19351007",",,0","19351031","+,,0","19351031","+,,0","","","19351028",",,0","19351012",",,0","-0.6",",0,07,","0",",,0,31,+","0",",,0,31,+","23.4",",,0,28,","32.2",",0,12,","86.6","0","","","76.9",",0","","","","","","","","","","","65.8",",,,0","0",",,,0","17.32",",0","24.75",",,,0","9.89",",,,0"
"USC00409219","1935-11","36.39244","-89.03168","97.8","UNION CITY, TN US","1001.9","0","3.1",",0","12",",0","5",",0","1",",0","0",",0","0",",0","0",",0","8",",0","0",",0","7",",0","0",",0","","","19351123",",,0","19351130","+,,0","19351130","+,,0","","","19351110",",,0","19351103",",,0","-6.7",",0,23,","0",",,0,30,+","0",",,0,30,+","33.8",",,0,10,","28.3",",0,03,","355.4","0","","","268.8",",0","","","","","","","","","","","84.8",",,,0","0",",,,0","9.48",",0","14.95",",,,0","4.00",",,,0"
"USC00409219","1935-12","36.39244","-89.03168","97.8","UNION CITY, TN US","1001.9","0","0.0",",0","7",",0","3",",0","1",",0","0","5,0","1",",0","0",",0","25",",0","5",",0","0",",0","0",",0","","","19351230",",,0","19351231","+,5,0","19351229",",,0","","","19351208",",,0","19351209",",,0","-15.6",",0,30,","0","5,,0,31,+","76",",,0,29,","30.7",",,0,08,","16.7",",0,09,","884.6","0","","","529.2",",0","","","","","","","","","","","57.6",",,,0","107",",,,0","1.26",",0","5.99",",,,0","-3.47",",,,0"
"USC00409219","1936-01","36.39244","-89.03168","97.8","UNION CITY, TN US","0.0","0","0.0","1,0","8",",0","4",",0","1",",0","","","2",",0","1",",0","22",",0","9","1,0","0","1,0","0","1,0","","","19360127",",,0","","","19360119",",,0","","","19360106",",,0","19360112",",1,0","-17.8",",0,27,","","","64",",,0,19,","27.4",",,0,06,","20.0","1,0,12,","1420.9","0","","","536.3","1,0","","","","","","","","","","","53.2",",,,0","122",",,,0","0.54","1,0","5.86","1,,,0","-4.77",",,,0"
"USC00409219","1936-02","36.39244","-89.03168","97.8","UNION CITY, TN US","0.0","0","0.0",",0","9",",0","6",",0","0",",0","","","3","1,0","0",",0","23",",0","8",",0","3",",0","0",",0","","","19360218",",,0","","","19360202",",1,0","","","19360213",",,0","19360229","+,,0","-15.6",",0,18,","","","102","1,,0,02,","15.5",",,0,13,","21.7",",0,29,+","1921.3","0","","","500.4",",0","","","","","","","","","","","56.3",",,,0","201","1,,,0","1.08",",0","6.72",",,,0","-4.57",",,,0"
"USC00409219","1936-03","36.39244","-89.03168","97.8","UNION CITY, TN US","4.8","0","4.8","1,0","10",",0","8",",0","1",",0","0","1,0","0","1,0","0","1,0","4","1,0","0","1,0","14","1,0","0","1,0","","","19360331","+,1,0","19360331","+,1,0","19360331","+,1,0","","","19360320",",,0","19360326",",1,0","-1.1","1,0,31,+","0","1,,0,31,+","0","1,,0,31,+","28.4",",,0,20,","28.9","1,0,26,","2093.0","0","","","171.7","1,0","","","","","","","","","","","72.7",",,,0","0","1,,,0","12.77","1,0","19.83","1,,,0","5.71","1,,,0"
"USC00409219","1936-04","36.39244","-89.03168","97.8","UNION CITY, TN US","24.0","0","19.2","1,0","9",",0","5",",0","0",",0","0",",0","0",",0","0","1,0","4","1,0","0",",0","13",",0","0",",0","","","19360404","+,1,0","19360430","+,,0","19360430","+,,0","","","19360406",",,0","19360421","+,,0","-2.8","1,0,04,+","0",",,0,30,+","0",",,0,30,+","23.4",",,0,06,","30.0",",0,21,+","2279.7","0","","","186.7",",0","","","","","","","","","","","71.5",",,,0","0",",,,0","12.40","1,0","18.72",",,,0","6.09","1,,,0"
"USC00409219","1936-05","36.39244","-89.03168","97.8","UNION CITY, TN US","138.5","0","114.5",",0","6",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","9",",0","","","19360515","+,,0","19360531","+,,0","19360531","+,,0","","","19360510",",,0","19360525",",,0","6.7",",0,15,+","0",",,0,31,+","0",",,0,31,+","24.9",",,0,10,","34.4",",0,25,","2291.6","0","","","11.9",",0","","","","","","","","","","","54.7",",,,0","0",",,,0","21.65",",0","29.41",",,,0","13.88",",,,0"
"USC00409219","1936-06","36.39244","-89.03168","97.8","UNION CITY, TN US","369.1","0","230.6",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","22",",0","","","19360625",",,0","19360630","+,,0","19360630","+,,0","","","19360603",",,0","19360620",",,0","12.2",",0,25,","0",",,0,30,+","0",",,0,30,+","16.5",",,0,03,","40.6",",0,20,","2291.6","0","","","0.0",",0","","","","","","","","","","","23.2",",,,0","0",",,,0","26.02",",0","34.37",",,,0","17.67",",,,0"
"USC00409219","1936-07","36.39244","-89.03168","97.8","UNION CITY, TN US","686.8","0","317.7",",0","6",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","26",",0","","","19360731",",,0","19360731","+,,0","19360731","+,,0","","","19360701",",,0","19360714",",,0","15.0",",0,31,","0",",,0,31,+","0",",,0,31,+","36.1",",,0,01,","40.0",",0,14,","0.0","0","","","0.0",",0","","","","","","","","","","","100.5",",,,0","0",",,,0","28.58",",0","35.01",",,,0","22.15",",,,0"
"USC00409219","1936-08","36.39244","-89.03168","97.8","UNION CITY, TN US","1019.7","0","332.9",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","27",",0","","","19360831",",,0","19360831","+,,0","19360831","+,,0","","","19360802",",,0","19360818",",,0","13.3",",0,31,","0",",,0,31,+","0",",,0,31,+","2.5",",,0,02,","41.1",",0,18,","0.0","0","","","0.0",",0","","","","","","","","","","","4.3",",,,0","0",",,,0","29.07",",0","36.64",",,,0","21.50",",,,0"
"USC00409219","1936-09","36.39244","-89.03168","97.8","UNION CITY, TN US","1216.1","0","196.4",",0","5",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","17",",0","","","19360925",",,0","19360930","+,,0","19360930","+,,0","","","19360902",",,0","19360913","+,,0","8.3",",0,25,","0",",,0,30,+","0",",,0,30,+","74.9",",,0,02,","36.1",",0,13,+","3.9","0","","","3.9",",0","","","","","","","","","","","158.0",",,,0","0",",,,0","24.75",",0","31.31",",,,0","18.18",",,,0"
"USC00409219","1936-10","36.39244","-89.03168","97.8","UNION CITY, TN US","1239.3","0","23.2","1,0","9",",0","5",",0","1",",0","0",",0","0",",0","0","1,0","2","1,0","0",",0","19",",0","0",",0","","","19361028",",1,0","19361031","+,,0","19361031","+,,0","","","19361007",",,0","19361006",",,0","-0.6","1,0,28,","0",",,0,31,+","0",",,0,31,+","25.4",",,0,07,","30.0",",0,06,","114.8","0","","","110.9",",0","","","","","","","","","","","95.5",",,,0","0",",,,0","15.54","1,0","22.24",",,,0","8.84","1,,,0"
"USC00409219","1936-11","36.39244","-89.03168","97.8","UNION CITY, TN US","1242.6","0","3.3",",0","5",",0","4",",0","1",",0","","","2",",0","0",",0","21",",0","0",",0","5",",0","0",",0","","","19361126",",,0","","","19361104",",,0","","","19361103",",,0","19361103",",,0","-8.3",",0,26,","","","71",",,0,04,","53.3",",,0,03,","27.2",",0,03,","451.4","0","","","336.6",",0","","","","","","","","","","","84.6",",,,0","127",",,,0","7.22",",0","14.05",",,,0","0.40",",,,0"
"USC00409219","1936-12","36.39244","-89.03168","97.8","UNION CITY, TN US","1242.6","0","0.0",",0","13",",0","10",",0","2",",0","0","2,0","0",",0","0",",0","18",",0","0",",0","0",",0","0",",0","","","19361208","+,,0","19361231","+,2,0","19361219",",,0","","","19361206",",,0","19361231","+,,0","-6.7",",0,08,+","0","2,,0,31,+","13",",,0,19,","45.5",",,0,06,","18.3",",0,31,+","847.0","0","","","395.6",",0","","","","","","","","","","","157.7",",,,0","13",",,,0","5.57",",0","10.98",",,,0","0.16",",,,0"
"USC00409219","1937-01","36.39244","-89.03168","97.8","UNION CITY, TN US","0.0","0","0.0","1,0","17",",0","16",",0","6",",0","0",",0","0",",0","0",",0","18",",0","1","1,0","1","1,0","0","1,0","","","19370123",",,0","19370131","+,,0","19370124",",,0","","","19370122",",,0","19370115",",1,0","-8.9",",0,23,","0",",,0,31,+","0",",T,0,24,","105.9",",,0,22,","22.2","1,0,15,","1267.2","0","","","420.2","1,0","","","","","","","","","","","470.6",",,,0","0",",T,,0","4.57","1,0","9.51","1,,,0","-0.37",",,,0"
"USC00409219","1937-02","36.39244","-89.03168","97.8","UNION CITY, TN US","0.0","0","0.0",",0","8",",0","4",",0","0",",0","0","1,0","1",",0","0",",0","19",",0","2",",0","2",",0","0",",0","","","19370203","+,,0","19370228","+,1,0","19370228",",,0","","","19370214",",,0","19370209",",,0","-6.7",",0,03,+","0","1,,0,28,+","25",",,0,28,","17.3",",,0,14,","23.3",",0,09,","1671.6","0","","","404.4",",0","","","","","","","","","","","42.4",",,,0","25",",,,0","3.89",",0","8.93",",,,0","-1.15",",,,0"
"USC00409219","1937-03","36.39244","-89.03168","97.8","UNION CITY, TN US","0.0","0","0.0",",0","8",",0","5",",0","0",",0","0","1,0","0",",0","0",",0","13",",0","0",",0","3",",0","0",",0","","","19370315",",,0","19370331","+,1,0","19370315",",,0","","","19370314",",,0","19370324",",,0","-3.9",",0,15,","0","1,,0,31,+","8",",,0,15,","14.2",",,0,14,","25.6",",0,24,","2022.7","0","","","351.1",",0","","","","","","","","","","","47.8",",,,0","8",",,,0","7.01",",0","12.57",",,,0","1.45",",,,0"
"USC00409219","1937-04","36.39244","-89.03168","97.8","UNION CITY, TN US","26.0","0","26.0",",0","12",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","16",",0","0",",0","","","19370412",",,0","19370430","+,,0","19370430","+,,0","","","19370430",",,0","19370418",",,0","2.2",",0,12,","0",",,0,30,+","0",",,0,30,+","54.4",",,0,30,","31.1",",0,18,","2156.7","0","","","134.0",",0","","","","","","","","","","","140.4",",,,0","0",",,,0","14.74",",0","20.74",",,,0","8.73",",,,0"
"USC00409219","1937-05","36.39244","-89.03168","97.8","UNION CITY, TN US","132.3","0","106.3",",0","9",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","7",",0","","","19370515",",,0","19370531","+,,0","19370531","+,,0","","","19370502",",,0","19370531",",,0","5.6",",0,15,","0",",,0,31,+","0",",,0,31,+","44.2",",,0,02,","36.7",",0,31,","2176.8","0","","","20.1",",0","","","","","","","","","","","104.0",",,,0","0",",,,0","21.11",",0","27.44",",,,0","14.78",",,,0"
"USC00409219","1937-06","36.39244","-89.03168","97.8","UNION CITY, TN US","365.1","0","232.8",",0","12",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","20",",0","","","19370608",",,0","19370630","+,,0","19370630","+,,0","","","19370610",",,0","19370601",",,0","13.3",",0,08,","0",",,0,30,+","0",",,0,30,+","62.0",",,0,10,","37.8",",0,01,","2176.8","0","","","0.0",",0","","","","","","","","","","","125.2",",,,0","0",",,,0","26.09",",0","32.74",",,,0","19.44",",,,0"
"USC00409219","1937-07","36.39244","-89.03168","97.8","UNION CITY, TN US","586.5","0","221.4",",0","6",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","17",",0","","","19370701",",,0","19370731","+,,0","19370731","+,,0","","","19370704",",,0","19370716",",,0","11.1",",0,01,","0",",,0,31,+","0",",,0,31,+","32.3",",,0,04,","36.1",",0,16,","0.0","0","","","0.0",",0","","","","","","","","","","","86.0",",,,0","0",",,,0","25.48",",0","31.79",",,,0","19.16",",,,0"
"USC00409219","1937-08","36.39244","-89.03168","97.8","UNION CITY, TN US","888.4","0","301.9",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","28",",0","","","19370814",",,0","19370831","+,,0","19370831","+,,0","","","19370823",",,0","19370811","+,,0","15.6",",0,14,","0",",,0,31,+","0",",,0,31,+","17.8",",,0,23,","37.8",",0,11,+","0.0","0","","","0.0",",0","","","","","","","","","","","23.7",",,,0","0",",,,0","28.07",",0","35.04",",,,0","21.11",",,,0"
"USC00409219","1937-09","36.39244","-89.03168","97.8","UNION CITY, TN US","1018.4","0","130.0",",0","9","1,0","5","1,0","1","1,0","0","1,0","0","1,0","0",",0","0",",0","0",",0","28",",0","7",",0","","","19370928",",,0","19370930","+,1,0","19370930","+,1,0","","","19370911",",1,0","19370902",",,0","4.4",",0,28,","0","1,,0,30,+","0","1,,0,30,+","45.2","1,,0,11,","36.7",",0,02,","26.6","0","","","26.6",",0","","","","","","","","","","","106.3","1,,,0","0","1,,,0","21.78",",0","28.83",",,,0","14.72",",,,0"
"USC00409219","1937-10","36.39244","-89.03168","97.8","UNION CITY, TN US","1045.2","0","26.8","1,0","11",",0","6",",0","2",",0","0",",0","0",",0","0",",0","4",",0","0","1,0","17","1,0","1","1,0","","","19371024",",,0","19371031","+,,0","19371031","+,,0","","","19371018",",,0","19371007",",1,0","-3.3",",0,24,","0",",,0,31,+","0",",,0,31,+","84.1",",,0,18,","33.3","1,0,07,","169.2","0","","","142.6","1,0","","","","","","","","","","","161.6",",,,0","0",",,,0","14.53","1,0","21.13","1,,,0","7.93",",,,0"
"USC00409219","1937-11","36.39244","-89.03168","97.8","UNION CITY, TN US","1049.1","0","3.9","1,0","11",",0","6",",0","0",",0","0",",0","0",",0","0","1,0","16","1,0","2",",0","5",",0","0",",0","","","19371121",",1,0","19371130","+,,0","19371130","+,,0","","","19371109",",,0","19371102",",,0","-8.9","1,0,21,","0",",,0,30,+","0",",,0,30,+","15.7",",,0,09,","28.9",",0,02,","476.1","0","","","306.9",",0","","","","","","","","","","","52.0",",,,0","0",",,,0","7.70","1,0","13.39",",,,0","2.01","1,,,0"
"USC00409219","1937-12","36.39244","-89.03168","97.8","UNION CITY, TN US","1049.1","0","0.0",",0","12",",0","8",",0","1",",0","0","1,0","0",",0","0",",0","18",",0","4",",0","0",",0","0",",0","","","19371211","+,,0","19371231","+,1,0","19371208",",,0","","","19371227",",,0","19371217",",,0","-11.7",",0,11,+","0","1,,0,31,+","5",",,0,08,","27.2",",,0,27,","16.7",",0,17,","954.8","0","","","478.7",",0","","","","","","","","","","","92.5",",,,0","5",",,,0","2.89",",0","7.13",",,,0","-1.35",",,,0"
"USC00409219","1938-01","36.39244","-89.03168","97.8","UNION CITY, TN US","0.0","0","0.0",",0","8",",0","6",",0","1",",0","0",",0","0",",0","0",",0","22",",0","3",",0","0",",0","0",",0","","","19380131","+,,0","19380131","+,,0","19380131","+,,0","","","19380121",",,0","19380124",",,0","-9.4",",0,31,+","0",",,0,31,+","0",",,0,31,+","42.9",",,0,21,","17.2",",0,24,","1408.5","0","","","453.7",",0","","","","","","","","","","","107.4",",,,0","0",",,,0","3.70",",0","9.09",",,,0","-1.70",",,,0"
"USC00409219","1938-02","36.39244","-89.03168","97.8","UNION CITY, TN US","0.0","0","0.0","1,0","10",",0","9",",0","1",",0","0",",0","0",",0","0","1,0","8","1,0","1",",0","4",",0","0",",0","","","19380201",",1,0","19380228","+,,0","19380228","+,,0","","","19380218",",,0","19380213","+,,0","-9.4","1,0,01,","0",",,0,28,+","0",",,0,28,+","34.3",",,0,18,","24.4",",0,13,+","1697.4","0","","","288.9",",0","","","","","","","","","","","119.9",",,,0","0",",,,0","7.75","1,0","13.18",",,,0","2.32","1,,,0"
"USC00409219","1938-03","36.39244","-89.03168","97.8","UNION CITY, TN US","12.0","0","12.0",",0","14",",0","10",",0","1",",0","0",",0","0",",0","0",",0","5",",0","0",",0","14",",0","0",",0","","","19380301",",,0","19380331","+,,0","19380331","+,,0","","","19380329",",,0","19380322",",,0","-4.4",",0,01,","0",",,0,31,+","0",",,0,31,+","48.8",",,0,29,","28.9",",0,22,","1874.2","0","","","176.8",",0","","","","","","","","","","","137.7",",,,0","0",",,,0","13.02",",0","19.06",",,,0","6.97",",,,0"
"USC00409219","1938-04","36.39244","-89.03168","97.8","UNION CITY, TN US","49.3","0","37.3",",0","7",",0","5",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","20",",0","0",",0","","","19380403",",,0","19380430","+,,0","19380430","+,,0","","","19380408",",,0","19380427",",,0","-1.1",",0,03,","0",",,0,30,+","0",",,0,30,+","21.8",",,0,08,","31.1",",0,27,","1970.4","0","","","96.2",",0","","","","","","","","","","","41.4",",,,0","0",",,,0","16.37",",0","22.72",",,,0","10.02",",,,0"
