"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00409219","1938-05","36.39244","-89.03168","97.8","UNION CITY, TN US","149.9","0","100.6",",0","13",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","1",",0","","","19380509",",,0","19380531","+,,0","19380531","+,,0","","","19380518",",,0","19380522",",,0","6.7",",0,09,","0",",,0,31,+","0",",,0,31,+","37.1",",,0,18,","32.2",",0,22,","1993.5","0","","","23.1",",0","","","","","","","","","","","104.7",",,,0","0",",,,0","20.83",",0","26.84",",,,0","14.82",",,,0"
"USC00409219","1938-06","36.39244","-89.03168","97.8","UNION CITY, TN US","319.9","0","170.0",",0","9",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","6",",0","","","19380629",",,0","19380630","+,,0","19380630","+,,0","","","19380620",",,0","19380626",",,0","12.8",",0,29,","0",",,0,30,+","0",",,0,30,+","29.0",",,0,20,","35.0",",0,26,","1993.5","0","","","0.0",",0","","","","","","","","","","","75.9",",,,0","0",",,,0","24.00",",0","30.35",",,,0","17.65",",,,0"
"USC00409219","1938-07","36.39244","-89.03168","97.8","UNION CITY, TN US","603.2","0","283.3",",0","8",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","25",",0","","","19380717","+,,0","19380731","+,,0","19380731","+,,0","","","19380731",",,0","19380712",",,0","16.7",",0,17,+","0",",,0,31,+","0",",,0,31,+","108.0",",,0,31,","38.3",",0,12,","0.0","0","","","0.0",",0","","","","","","","","","","","269.9",",,,0","0",",,,0","27.47",",0","34.15",",,,0","20.79",",,,0"
"USC00409219","1938-08","36.39244","-89.03168","97.8","UNION CITY, TN US","898.6","0","295.4",",0","8",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","26",",0","","","19380819","+,,0","19380831","+,,0","19380831","+,,0","","","19380801",",,0","19380825",",,0","17.8",",0,19,+","0",",,0,31,+","0",",,0,31,+","9.4",",,0,01,","38.9",",0,25,","0.0","0","","","0.0",",0","","","","","","","","","","","47.9",",,,0","0",",,,0","27.86",",0","34.22",",,,0","21.51",",,,0"
"USC00409219","1938-09","36.39244","-89.03168","97.8","UNION CITY, TN US","1065.6","0","167.0",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","15",",0","","","19380920",",,0","19380930","+,,0","19380930","+,,0","","","19380913",",,0","19380910",",,0","5.6",",0,20,","0",",,0,30,+","0",",,0,30,+","20.3",",,0,13,","38.3",",0,10,","15.0","0","","","15.0",",0","","","","","","","","","","","33.7",",,,0","0",",,,0","23.40",",0","31.22",",,,0","15.58",",,,0"
"USC00409219","1938-10","36.39244","-89.03168","97.8","UNION CITY, TN US","1121.6","0","56.0",",0","2",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","7",",0","","","19381025",",,0","19381031","+,,0","19381031","+,,0","","","19381020",",,0","19381006",",,0","0.6",",0,25,","0",",,0,31,+","0",",,0,31,+","17.3",",,0,20,","34.4",",0,06,","72.3","0","","","57.3",",0","","","","","","","","","","","23.4",",,,0","0",",,,0","18.29",",0","28.02",",,,0","8.56",",,,0"
"USC00409219","1938-11","36.39244","-89.03168","97.8","UNION CITY, TN US","1127.2","0","5.6",",0","9",",0","5",",0","0",",0","0",",0","0",",0","0",",0","15",",0","0",",0","12",",0","0",",0","","","19381127",",,0","19381130","+,,0","19381125",",,0","","","19381118",",,0","19381101",",,0","-8.9",",0,27,","0",",,0,30,+","0",",T,0,25,","12.7",",,0,18,","28.9",",0,01,","331.0","0","","","258.7",",0","","","","","","","","","","","51.8",",,,0","0",",T,,0","9.90",",0","17.28",",,,0","2.51",",,,0"
"USC00409219","1938-12","36.39244","-89.03168","97.8","UNION CITY, TN US","1127.2","0","0.0","1,0","7",",0","6",",0","0",",0","0",",0","0",",0","0","1,0","23","1,0","1",",0","0",",0","0",",0","","","19381228",",1,0","19381231","+,,0","19381231","+,,0","","","19381223",",,0","19381202",",,0","-9.4","1,0,28,","0",",,0,31,+","0",",,0,31,+","16.5",",,0,23,","20.6",",0,02,","758.9","0","","","427.9",",0","","","","","","","","","","","48.8",",,,0","0",",,,0","4.17","1,0","10.53",",,,0","-2.18","1,,,0"
"USC00409219","1939-01","36.39244","-89.03168","97.8","UNION CITY, TN US","0.0","0","0.0",",0","8",",0","7",",0","3",",0","0","1,0","0",",0","0",",0","22",",0","0",",0","2",",0","0",",0","","","19390101",",,0","19390131","+,1,0","19390124",",,0","","","19390130",",,0","19390109",",,0","-5.0",",0,01,","0","1,,0,31,+","20",",,0,24,","55.4",",,0,30,","21.7",",0,09,","1158.1","0","","","399.2",",0","","","","","","","","","","","181.2",",,,0","20",",,,0","5.46",",0","11.20",",,,0","-0.29",",,,0"
"USC00409219","1939-02","36.39244","-89.03168","97.8","UNION CITY, TN US","0.0","0","0.0","4,0","13",",0","12",",0","4",",0","","","","","0",",0","15",",0","1","4,0","2","4,0","0","4,0","","","19390204",",,0","","","","","","","19390203",",,0","19390220",",4,0","-8.9",",0,04,","","","","","35.6",",,0,03,","23.3","4,0,20,","1487.2","0","","","329.1","4,0","","","","","","","","","","","217.3",",,,0","","","4.83","4,0","10.21","4,,,0","-0.56",",,,0"
"USC00409219","1939-03","36.39244","-89.03168","97.8","UNION CITY, TN US","7.5","0","7.5","1,0","7",",0","6",",0","1",",0","0",",0","0",",0","0",",0","8",",0","0","1,0","11","1,0","0","1,0","","","19390318",",,0","19390331","+,,0","19390331","+,,0","","","19390305",",,0","19390324",",1,0","-3.3",",0,18,","0",",,0,31,+","0",",,0,31,+","54.6",",,0,05,","30.6","1,0,24,","1715.1","0","","","227.9","1,0","","","","","","","","","","","108.4",",,,0","0",",,,0","10.86","1,0","17.22","1,,,0","4.49",",,,0"
"USC00409219","1939-04","36.39244","-89.03168","97.8","UNION CITY, TN US","","","","","12",",0","11",",0","3",",0","0",",0","0",",0","0","5,0","2","5,0","","","","","","","","","19390407",",5,0","19390430","+,,0","19390430","+,,0","","","19390417",",,0","","","-2.8","5,0,07,","0",",,0,30,+","0",",,0,30,+","46.5",",,0,17,","","","","","","","","","","","","","","","","","","","186.5",",,,0","0",",,,0","","","","","7.68","5,,,0"
"USC00409219","1939-05","36.39244","-89.03168","97.8","UNION CITY, TN US","","","102.6","1,0","13",",0","9",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","25","1,0","5","1,0","","","19390504",",,0","19390531","+,,0","19390531","+,,0","","","19390525",",,0","19390524",",1,0","3.9",",0,04,","0",",,0,31,+","0",",,0,31,+","35.3",",,0,25,","32.8","1,0,24,","","","","","31.3","1,0","","","","","","","","","","","142.4",",,,0","0",",,,0","20.61","1,0","27.28","1,,,0","13.95",",,,0"
"USC00409219","1939-06","36.39244","-89.03168","97.8","UNION CITY, TN US","","","216.4",",0","16",",0","11",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","16",",0","","","19390614",",,0","19390630","+,,0","19390630","+,,0","","","19390618",",,0","19390627","+,,0","15.0",",0,14,","0",",,0,30,+","0",",,0,30,+","23.1",",,0,18,","34.4",",0,27,+","","","","","0.0",",0","","","","","","","","","","","126.3",",,,0","0",",,,0","25.55",",0","31.47",",,,0","19.62",",,,0"
"USC00409219","1939-07","36.39244","-89.03168","97.8","UNION CITY, TN US","","","273.9",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","27",",0","","","19390731",",,0","19390731","+,,0","19390731","+,,0","","","19390716",",,0","19390708",",,0","15.0",",0,31,","0",",,0,31,+","0",",,0,31,+","20.3",",,0,16,","39.4",",0,08,","0.0","0","","","0.0",",0","","","","","","","","","","","39.4",",,,0","0",",,,0","27.17",",0","33.96",",,,0","20.38",",,,0"
"USC00409219","1939-08","36.39244","-89.03168","97.8","UNION CITY, TN US","","","236.9",",0","9",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","25",",0","","","19390822",",,0","19390831","+,,0","19390831","+,,0","","","19390823",",,0","19390816",",,0","10.6",",0,22,","0",",,0,31,+","0",",,0,31,+","21.6",",,0,23,","36.7",",0,16,","0.0","0","","","0.0",",0","","","","","","","","","","","44.3",",,,0","0",",,,0","25.98",",0","33.35",",,,0","18.60",",,,0"
"USC00409219","1939-09","36.39244","-89.03168","97.8","UNION CITY, TN US","","","217.6",",0","2",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","29",",0","","","19390923",",,0","19390930","+,,0","19390930","+,,0","","","19390930",",,0","19390915",",,0","7.2",",0,23,","0",",,0,30,+","0",",,0,30,+","24.1",",,0,30,","39.4",",0,15,","0.8","0","","","0.8",",0","","","","","","","","","","","28.9",",,,0","0",",,,0","25.56",",0","35.00",",,,0","16.12",",,,0"
"USC00409219","1939-10","36.39244","-89.03168","97.8","UNION CITY, TN US","","","50.0",",0","8",",0","5",",0","1",",0","0",",0","0",",0","0",",0","4",",0","0",",0","27",",0","4",",0","","","19391029","+,,0","19391031","+,,0","19391031","+,,0","","","19391028",",,0","19391008",",,0","-1.1",",0,29,+","0",",,0,31,+","0",",,0,31,+","43.9",",,0,28,","33.9",",0,08,","86.9","0","","","86.1",",0","","","","","","","","","","","71.4",",,,0","0",",,,0","17.17",",0","26.14",",,,0","8.20",",,,0"
"USC00409219","1939-11","36.39244","-89.03168","97.8","UNION CITY, TN US","","","0.3",",0","7",",0","4",",0","2",",0","0",",0","0",",0","0",",0","13",",0","0",",0","6",",0","0",",0","","","19391105",",,0","19391130","+,,0","19391130","+,,0","","","19391120",",,0","19391117",",,0","-5.6",",0,05,","0",",,0,30,+","0",",,0,30,+","35.6",",,0,20,","23.9",",0,17,","391.2","0","","","304.3",",0","","","","","","","","","","","85.9",",,,0","0",",,,0","8.20",",0","14.87",",,,0","1.53",",,,0"
"USC00409219","1939-12","36.39244","-89.03168","97.8","UNION CITY, TN US","","","0.0",",0","7",",0","5",",0","1",",0","0","1,0","0",",0","0",",0","19",",0","1",",0","5",",0","0",",0","","","19391231",",,0","19391231","+,1,0","19391227",",,0","","","19391223",",,0","19391210","+,,0","-8.3",",0,31,","0","1,,0,31,+","13",",,0,27,","29.0",",,0,23,","22.8",",0,10,+","774.5","0","","","383.3",",0","","","","","","","","","","","88.4",",,,0","13",",,,0","5.97",",0","12.10",",,,0","-0.17",",,,0"
"USC00409219","1940-01","36.39244","-89.03168","97.8","UNION CITY, TN US","0.0","0","0.0","1,0","6",",0","4",",0","1",",0","","","2",",0","7",",0","29",",0","17","1,0","0","1,0","0","1,0","","","19400126",",,0","","","19400124",",,0","","","19400113",",,0","19400114",",1,0","-21.7",",0,26,","","","56",",,0,24,","38.6",",,0,13,","13.9","1,0,14,","1507.8","0","","","733.3","1,0","","","","","","","","","","","59.9",",,,0","84",",,,0","-5.91","1,0","-0.37","1,,,0","-11.45",",,,0"
"USC00409219","1940-02","36.39244","-89.03168","97.8","UNION CITY, TN US","0.0","0","0.0","1,0","10",",0","9",",0","1",",0","","","2",",0","0",",0","19",",0","0","1,0","0","1,0","0","1,0","","","19400201",",,0","","","19400214",",,0","","","19400218",",,0","19400213",",1,0","-11.7",",0,01,","","","152",",,0,14,","46.2",",,0,18,","15.6","1,0,13,","1940.7","0","","","432.9","1,0","","","","","","","","","","","120.1",",,,0","266",",,,0","2.88","1,0","7.36","1,,,0","-1.60",",,,0"
"USC00409219","1940-03","36.39244","-89.03168","97.8","UNION CITY, TN US","0.3","0","0.3",",0","14",",0","10",",0","2",",0","","","1",",0","0",",0","10",",0","0",",0","7",",0","0",",0","","","19400325",",,0","","","19400324",",,0","","","19400313",",,0","19400331",",,0","-10.0",",0,25,","","","152",",,0,24,","32.8",",,0,13,","25.0",",0,31,","2245.5","0","","","304.8",",0","","","","","","","","","","","134.8",",,,0","152",",,,0","8.51",",0","13.99",",,,0","3.03",",,,0"
"USC00409219","1940-04","36.39244","-89.03168","97.8","UNION CITY, TN US","23.4","0","23.1",",0","12",",0","9",",0","2",",0","0",",0","0",",0","0",",0","2",",0","0",",0","15",",0","0",",0","","","19400413",",,0","19400430","+,,0","19400413",",,0","","","19400411",",,0","19400404","+,,0","-1.7",",0,13,","0",",,0,30,+","0",",T,0,13,","38.6",",,0,11,","30.6",",0,04,+","2392.2","0","","","146.7",",0","","","","","","","","","","","155.5",",,,0","0",",T,,0","14.21",",0","20.20",",,,0","8.23",",,,0"
"USC00409219","1940-05","36.39244","-89.03168","97.8","UNION CITY, TN US","74.5","0","51.1",",0","8",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","2",",0","","","19400504",",,0","19400531","+,,0","19400531","+,,0","","","19400523",",,0","19400507",",,0","2.2",",0,04,","0",",,0,31,+","0",",,0,31,+","34.5",",,0,23,","33.3",",0,07,","2440.2","0","","","48.0",",0","","","","","","","","","","","102.9",",,,0","0",",,,0","18.43",",0","25.80",",,,0","11.06",",,,0"
"USC00409219","1940-06","36.39244","-89.03168","97.8","UNION CITY, TN US","260.2","0","185.7","1,0","13",",0","10",",0","2",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","30",",0","12",",0","","","19400602",",1,0","19400630","+,,0","19400630","+,,0","","","19400629",",,0","19400607",",,0","12.2","1,0,02,","0",",,0,30,+","0",",,0,30,+","66.5",",,0,29,","37.2",",0,07,","2440.2","0","","","0.0",",0","","","","","","","","","","","175.3",",,,0","0",",,,0","24.67","1,0","30.98",",,,0","18.37","1,,,0"
"USC00409219","1940-07","36.39244","-89.03168","97.8","UNION CITY, TN US","490.8","0","230.6",",0","10",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","18",",0","","","19400705",",,0","19400731","+,,0","19400731","+,,0","","","19400712",",,0","19400731",",,0","14.4",",0,05,","0",",,0,31,+","0",",,0,31,+","18.5",",,0,12,","38.3",",0,31,","0.0","0","","","0.0",",0","","","","","","","","","","","58.7",",,,0","0",",,,0","25.77",",0","31.99",",,,0","19.55",",,,0"
"USC00409219","1940-08","36.39244","-89.03168","97.8","UNION CITY, TN US","739.3","0","248.5",",0","7",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","21",",0","","","19400822",",,0","19400831","+,,0","19400831","+,,0","","","19400810",",,0","19400801",",,0","11.1",",0,22,","0",",,0,31,+","0",",,0,31,+","52.1",",,0,10,","37.8",",0,01,","0.0","0","","","0.0",",0","","","","","","","","","","","91.8",",,,0","0",",,,0","26.35",",0","33.12",",,,0","19.58",",,,0"
"USC00409219","1940-09","36.39244","-89.03168","97.8","UNION CITY, TN US","868.2","0","128.9",",0","3",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","18",",0","","","19400927",",,0","19400930","+,,0","19400930","+,,0","","","19400925",",,0","19400922","+,,0","2.8",",0,27,","0",",,0,30,+","0",",,0,30,+","29.7",",,0,25,","36.7",",0,22,+","35.8","0","","","35.8",",0","","","","","","","","","","","31.8",",,,0","0",",,,0","21.44",",0","30.69",",,,0","12.19",",,,0"
"USC00409219","1940-10","36.39244","-89.03168","97.8","UNION CITY, TN US","901.2","0","33.0",",0","4",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","0",",0","","","19401017",",,0","19401031","+,,0","19401031","+,,0","","","19401007",",,0","19401027","+,,0","1.7",",0,17,","0",",,0,31,+","0",",,0,31,+","8.1",",,0,07,","31.7",",0,27,+","95.2","0","","","59.4",",0","","","","","","","","","","","23.3",",,,0","0",",,,0","17.48",",0","27.03",",,,0","7.93",",,,0"
"USC00409219","1940-11","36.39244","-89.03168","97.8","UNION CITY, TN US","904.3","0","3.1","2,0","9",",0","8",",0","1",",0","0",",0","0",",0","0",",0","12",",0","0","2,0","8","2,0","0","2,0","","","19401115",",,0","19401130","+,,0","19401130","+,,0","","","19401123",",,0","19401104",",2,0","-10.0",",0,15,","0",",,0,30,+","0",",,0,30,+","33.8",",,0,23,","27.8","2,0,04,","354.3","0","","","259.1","2,0","","","","","","","","","","","112.3",",,,0","0",",,,0","9.07","2,0","15.81","2,,,0","2.32",",,,0"
"USC00409219","1940-12","36.39244","-89.03168","97.8","UNION CITY, TN US","904.3","0","0.0","1,0","10",",0","7",",0","0",",0","0",",0","0",",0","0",",0","14",",0","0","1,0","0","1,0","0","1,0","","","19401203","+,,0","19401203",",,0","19401203",",,0","","","19401228",",,0","19401210",",1,0","-6.1",",0,03,+","0",",T,0,03,","0",",T,0,03,","20.3",",,0,28,","20.6","1,0,10,","698.6","0","","","344.3","1,0","","","","","","","","","","","99.0",",,,0","0",",T,,0","7.01","1,0","12.69","1,,,0","1.33",",,,0"
"USC00409219","1941-01","36.39244","-89.03168","97.8","UNION CITY, TN US","0.0","0","0.0",",0","9",",0","6",",0","1",",0","0",",0","0",",0","0",",0","16",",0","2",",0","0",",0","0",",0","","","19410119",",,0","19410131","+,,0","19410118",",,0","","","19410124",",,0","19410115",",,0","-11.7",",0,19,","0",",,0,31,+","0",",T,0,18,","35.6",",,0,24,","20.6",",0,15,","1123.4","0","","","424.8",",0","","","","","","","","","","","82.1",",,,0","0",",T,,0","4.63",",0","8.99",",,,0","0.26",",,,0"
"USC00409219","1941-02","36.39244","-89.03168","97.8","UNION CITY, TN US","0.0","0","0.0",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","23",",0","1",",0","0",",0","0",",0","","","19410208",",,0","19410228","+,,0","19410228",",,0","","","19410213",",,0","19410212",",,0","-8.9",",0,08,","0",",,0,28,+","13",",,0,28,","4.6",",,0,13,","18.3",",0,12,","1545.8","0","","","422.4",",0","","","","","","","","","","","13.8",",,,0","13",",,,0","3.25",",0","8.68",",,,0","-2.19",",,,0"
"USC00409219","1941-03","36.39244","-89.03168","97.8","UNION CITY, TN US","0.0","0","0.0",",0","9",",0","7",",0","0",",0","0","1,0","1",",0","0",",0","15",",0","0",",0","3",",0","0",",0","","","19410301",",,0","19410331","+,1,0","19410313",",,0","","","19410304",",,0","19410304",",,0","-7.2",",0,01,","0","1,,0,31,+","25",",,0,13,","21.6",",,0,04,","22.8",",0,04,","1892.5","0","","","346.7",",0","","","","","","","","","","","52.9",",,,0","25",",,,0","7.15",",0","13.41",",,,0","0.89",",,,0"
"USC00409219","1941-04","36.39244","-89.03168","97.8","UNION CITY, TN US","34.4","0","34.4","1,0","10","1,0","7","1,0","1","1,0","0","1,0","0","1,0","0","1,0","0","1,0","0","1,0","24","1,0","1","1,0","","","19410406",",1,0","19410430","+,1,0","19410430","+,1,0","","","19410420",",1,0","19410413",",1,0","3.9","1,0,06,","0","1,,0,30,+","0","1,,0,30,+","29.5","1,,0,20,","32.2","1,0,13,","1956.8","0","","","64.3","1,0","","","","","","","","","","","68.2","1,,,0","0","1,,,0","17.30","1,0","24.16","1,,,0","10.45","1,,,0"
"USC00409219","1941-05","36.39244","-89.03168","97.8","UNION CITY, TN US","161.7","0","127.3",",0","9",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","11",",0","","","19410513","+,,0","19410531","+,,0","19410531","+,,0","","","19410507",",,0","19410529","+,,0","7.2",",0,13,+","0",",,0,31,+","0",",,0,31,+","29.2",",,0,07,","35.6",",0,29,+","1969.3","0","","","12.5",",0","","","","","","","","","","","53.5",",,,0","0",",,,0","22.03",",0","29.45",",,,0","14.62",",,,0"
"USC00409219","1941-06","36.39244","-89.03168","97.8","UNION CITY, TN US","382.6","0","220.9",",0","9",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","19",",0","","","19410618",",,0","19410630","+,,0","19410630","+,,0","","","19410625",",,0","19410626",",,0","10.6",",0,18,","0",",,0,30,+","0",",,0,30,+","11.7",",,0,25,","37.8",",0,26,","1969.3","0","","","0.0",",0","","","","","","","","","","","42.4",",,,0","0",",,,0","25.70",",0","33.03",",,,0","18.36",",,,0"
"USC00409219","1941-07","36.39244","-89.03168","97.8","UNION CITY, TN US","685.9","0","303.3",",0","5",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","27",",0","","","19410720",",,0","19410731","+,,0","19410731","+,,0","","","19410713",",,0","19410728",",,0","17.2",",0,20,","0",",,0,31,+","0",",,0,31,+","26.7",",,0,13,","38.9",",0,28,","0.0","0","","","0.0",",0","","","","","","","","","","","79.8",",,,0","0",",,,0","28.12",",0","34.89",",,,0","21.35",",,,0"
"USC00409219","1941-08","36.39244","-89.03168","97.8","UNION CITY, TN US","981.5","0","295.6",",0","11",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","25",",0","","","19410821",",,0","19410831","+,,0","19410831","+,,0","","","19410819",",,0","19410812","+,,0","13.9",",0,21,","0",",,0,31,+","0",",,0,31,+","25.4",",,0,19,","39.4",",0,12,+","0.0","0","","","0.0",",0","","","","","","","","","","","79.7",",,,0","0",",,,0","27.87",",0","35.02",",,,0","20.72",",,,0"
"USC00409219","1941-09","36.39244","-89.03168","97.8","UNION CITY, TN US","1180.7","0","199.2",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","22",",0","","","19410927",",,0","19410930","+,,0","19410930","+,,0","","","19410925",",,0","19410920",",,0","5.6",",0,27,","0",",,0,30,+","0",",,0,30,+","9.4",",,0,25,","37.8",",0,20,","3.6","0","","","3.6",",0","","","","","","","","","","","10.7",",,,0","0",",,,0","24.86",",0","33.09",",,,0","16.62",",,,0"
"USC00409219","1941-10","36.39244","-89.03168","97.8","UNION CITY, TN US","1282.1","0","101.4",",0","11",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","6",",0","","","19411029",",,0","19411031","+,,0","19411031","+,,0","","","19411031",",,0","19411001",",,0","1.7",",0,29,","0",",,0,31,+","0",",,0,31,+","58.4",",,0,31,","35.6",",0,01,","51.4","0","","","47.8",",0","","","","","","","","","","","195.8",",,,0","0",",,,0","20.06",",0","27.06",",,,0","13.06",",,,0"
